query,feature,endpoint,method,sheet,subFeature,markedCorrect,score
"How do I list all registered plugin monitors?","Plugin Monitor","https://www.site24x7.com/app/api/plugin/list_threshold_profiles/PLUGIN","GET","Configuration Profiles","Threshold and Availability",false,39
"How do I list all registered plugin monitors?","Plugin Monitor","/app/api/plugin/template/275039000043639001","GET","Plugin Monitor","Plugin Template Config",false,37
"How do I list all registered plugin monitors?","Plugin Monitor","/app/api/plugin/template/275039000043641001","GET","Plugin Monitor","Plugin Template Config",false,37
"How do I list all registered plugin monitors?","Plugin Monitor","/app/api/genai/module/monitorlist","GET","Zia Settings","AI Module – Monitor List",false,36
"What method is used to enable auto-discovery for plugins?","Plugin Monitor","/app/api/short/plugins","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",true,36
"Which API shows plugin template version numbers?","Plugin Monitor","/app/api/plugin/template/275039000043639001","GET","Plugin Monitor","Plugin Template Config",true,85
"Which API shows plugin template version numbers?","Plugin Monitor","/app/api/plugin/template/275039000043641001","GET","Plugin Monitor","Plugin Template Config",false,85
"Which API shows plugin template version numbers?","Plugin Monitor","/app/api/plugin/listCustomTemplates/PLUGIN","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,72
"Which API shows plugin template version numbers?","Plugin Monitor","/app/api/plugin/listCustomTemplates/PLUGIN","GET","Share","Share (Supporting lookup, used by multiple sub-features)",false,72
"How do I check if a plugin template exists by ID?","Plugin Monitor","/app/api/plugin/template/275039000043639001","GET","Plugin Monitor","Plugin Template Config",true,66
"How do I check if a plugin template exists by ID?","Plugin Monitor","/app/api/plugin/template/275039000043641001","GET","Plugin Monitor","Plugin Template Config",false,66
"How do I check if a plugin template exists by ID?","Plugin Monitor","https://www.site24x7.com/app/api/notification_profiles","GET","Configuration Profiles","Notification Profile",false,64
"How do I check if a plugin template exists by ID?","Plugin Monitor","/app/api/dashboards/widgets/15698000407685848","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,60
"How do I check if a plugin template exists by ID?","Plugin Monitor","/app/api/dashboards/widgets/15698000407685850","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,60
"How do I check if a plugin template exists by ID?","Plugin Monitor","/app/api/dashboards/widgets/15698000407685852","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,60
"What endpoint manages plugin monitor configuration?","Plugin Monitor","/app/api/plugin_configurations","PUT","Plugin Monitor","Settings (Auto-Discovery Toggle)",true,67
"What endpoint manages plugin monitor configuration?","Plugin Monitor","/app/api/plugin/template/275039000043639001","GET","Plugin Monitor","Plugin Template Config",false,53
"What endpoint manages plugin monitor configuration?","Plugin Monitor","/app/api/plugin/template/275039000043641001","GET","Plugin Monitor","Plugin Template Config",false,53
"What endpoint manages plugin monitor configuration?","Plugin Monitor","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",false,44
"List APIs related to custom plugin scripts","Plugin Monitor","/app/api/plugin/listCustomTemplates/PLUGIN","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",true,64
"How do I create a scheduled maintenance window?","Operations","/app/api/maintenance","POST","Operations","Scheduled Maintenance",true,58
"How do I create a scheduled maintenance window?","Operations","/app/api/maintenance/15698000489363071","PUT","Operations","Scheduled Maintenance",false,51
"How do I create a scheduled maintenance window?","Operations","/app/api/current_maintenance_list","GET","Operations","Scheduled Maintenance",false,46
"How do I create a scheduled maintenance window?","Operations","/app/api/maintenance/15698000489363071","DELETE","Operations","Scheduled Maintenance",false,46
"List all currently active maintenance windows","Operations","/app/api/current_maintenance_list","GET","Operations","Scheduled Maintenance",true,48
"List all currently active maintenance windows","Operations","/app/api/maintenance","GET","Automations","Maintenance Windows",false,47
"List all currently active maintenance windows","Operations","/app/api/maintenance","GET","Operations","Scheduled Maintenance",false,36
"List all currently active maintenance windows","Operations","/app/api/maintenance","POST","Operations","Scheduled Maintenance",false,34
"List all currently active maintenance windows","Operations","/app/api/maintenance/15698000489363071","PUT","Operations","Scheduled Maintenance",false,34
"Which API deletes a specific maintenance window?","Operations","/app/api/maintenance","GET","Automations","Maintenance Windows",true,66
"Which API deletes a specific maintenance window?","Operations","/app/api/maintenance/15698000489363071","DELETE","Operations","Scheduled Maintenance",false,55
"Which API deletes a specific maintenance window?","Operations","/app/api/maintenance/15698000489363071","PUT","Operations","Scheduled Maintenance",false,53
"Which API deletes a specific maintenance window?","Operations","/app/api/current_maintenance_list","GET","Operations","Scheduled Maintenance",false,48
"How do I share a maintenance schedule as an iCal link?","Operations","/app/api/maintenance/ical","PUT","Operations","Scheduled Maintenance",true,65
"How do I share a maintenance schedule as an iCal link?","Operations","/app/api/maintenance","GET","Operations","Scheduled Maintenance",false,53
"How do I share a maintenance schedule as an iCal link?","Operations","/app/api/maintenance","POST","Operations","Scheduled Maintenance",false,51
"How do I share a maintenance schedule as an iCal link?","Operations","/app/api/maintenance/15698000489363071","PUT","Operations","Scheduled Maintenance",false,51
"How do I share a maintenance schedule as an iCal link?","Operations","/app/api/current_maintenance_list","GET","Operations","Scheduled Maintenance",false,46
"What endpoint retrieves the alert log search results?","Operations","/app/api/applog/search/21-06-2026%2003:02:43/22-06-2026%2003:02:42/1-100/desc","GET","Operations","Alert Logs",true,93
"What endpoint retrieves the alert log search results?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:05/1-100/desc","GET","Operations","Alert Logs",false,93
"What endpoint retrieves the alert log search results?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:14/1-100/desc","GET","Operations","Alert Logs",false,93
"What endpoint retrieves the alert log search results?","Operations","/app/api/applog/saved_searches","GET","Operations","Alert Logs",false,86
"What endpoint retrieves the alert log search results?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:23/1-100/desc","GET","Operations","Alert Logs",false,86
"What endpoint retrieves the alert log search results?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:36/1-100/desc","GET","Operations","Alert Logs",false,86
"How do I search alert logs by date range?","Operations","/app/api/applog/search/21-06-2026%2003:02:43/22-06-2026%2003:02:42/1-100/desc","GET","Operations","Alert Logs",true,75
"How do I search alert logs by date range?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:05/1-100/desc","GET","Operations","Alert Logs",false,75
"How do I search alert logs by date range?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:14/1-100/desc","GET","Operations","Alert Logs",false,75
"How do I search alert logs by date range?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:23/1-100/desc","GET","Operations","Alert Logs",false,68
"How do I search alert logs by date range?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:36/1-100/desc","GET","Operations","Alert Logs",false,68
"How do I search alert logs by date range?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:42/1-100/desc","GET","Operations","Alert Logs",false,68
"Which API fetches a log report for a specific monitor?","Operations","/app/api/reports/log_reports/15698000329374414","GET","Operations","Log Report",true,84
"Which API fetches a log report for a specific monitor?","Operations","/app/api/reports/log_reports/15698000366175021","GET","Operations","Log Report",false,84
"Which API fetches a log report for a specific monitor?","Operations","/app/api/reports/log_reports/get_dc_type_location_settings/15698000329374414","GET","Operations","Log Report",false,84
"Which API fetches a log report for a specific monitor?","Operations","/app/api/reports/log_reports/get_dc_type_location_settings/15698000366175021","GET","Operations","Log Report",false,84
"Which API fetches a log report for a specific monitor?","Operations","/app/api/applog/dele_hid_monitors","GET","Operations","Alert Logs",false,81
"Which API fetches a log report for a specific monitor?","Operations","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",false,78
"What field shows the data collection type for log reports?","Operations","/app/api/applog/logtype_resources/name","GET","Operations","Alert Logs",true,84
"What field shows the data collection type for log reports?","Operations","/app/api/applog/logtype_views","GET","Operations","Alert Logs",false,84
"What field shows the data collection type for log reports?","Operations","/app/api/reports/log_reports/get_dc_type_location_settings/15698000329374414","GET","Operations","Log Report",false,74
"What field shows the data collection type for log reports?","Operations","/app/api/reports/log_reports/get_dc_type_location_settings/15698000366175021","GET","Operations","Log Report",false,74
"What field shows the data collection type for log reports?","Operations","/app/api/applog/alerts","GET","Operations","Alert Logs",false,66
"What field shows the data collection type for log reports?","Operations","/app/api/applog/search/21-06-2026%2003:02:43/22-06-2026%2003:02:42/1-100/desc","GET","Operations","Alert Logs",false,66
"How do I schedule an IT Automation under Operations?","Operations","/app/client/templates/monitors-form/add-schedule_it_automation.json","GET","Operations","Schedule IT Automation",true,67
"How do I schedule an IT Automation under Operations?","Operations","/app/api/short/it_automation","GET","Operations","Schedule IT Automation",false,55
"How do I schedule an IT Automation under Operations?","Operations","/app/api/current_status/type/SCHEDULE_IT_AUTOMATION","GET","Automations","IT Automation – CRUD",false,50
"How do I schedule an IT Automation under Operations?","Operations","/app/api/license_usage/SCHEDULE_IT_AUTOMATION","GET","Automations","IT Automation – CRUD",false,50
"How do I schedule an IT Automation under Operations?","Operations","/app/api/short/on_call_schedules","GET","Operations","Operations (Supporting lookup, used by multiple sub-features)",false,44
"List all status pages configured under StatusIQ","Operations","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",true,90
"List all status pages configured under StatusIQ","Operations","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,90
"List all status pages configured under StatusIQ","Operations","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,89
"List all status pages configured under StatusIQ","Operations","/sp/api/short/statuspages","GET","Operations","Status Pages (StatusIQ)",false,82
"List all status pages configured under StatusIQ","Operations","/sp/api/statuspages/15698000418173443/summary_details","GET","Operations","Status Pages (StatusIQ)",false,82
"List all status pages configured under StatusIQ","Operations","/sp/api/statuspages/15698000418173443/incidents/active","POST","Operations","Status Pages (StatusIQ)",false,80
"How do I create a new incident on a status page?","Operations","/sp/api/statuspages/15698000418173443/incidents/active","POST","Operations","Status Pages (StatusIQ)",true,94
"How do I create a new incident on a status page?","Operations","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,88
"How do I create a new incident on a status page?","Operations","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",false,80
"How do I create a new incident on a status page?","Operations","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,80
"How do I create a new incident on a status page?","Operations","/sp/api/statuspages/15698000418173443/summary_details","GET","Operations","Status Pages (StatusIQ)",false,80
"Which API checks the license access for a status page module?","Operations","/sp/api/statuspages/15698000418173443/license/check_module_access","GET","Operations","Status Pages (StatusIQ)",true,134
"Which API checks the license access for a status page module?","Operations","/sp/api/short/subscription/statuspages_license","GET","Operations","Status Pages (StatusIQ)",false,96
"Which API checks the license access for a status page module?","Operations","/sp/api/short/statuspages","GET","Operations","Status Pages (StatusIQ)",false,91
"Which API checks the license access for a status page module?","Operations","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,91
"Which API checks the license access for a status page module?","Operations","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",false,91
"Which API checks the license access for a status page module?","Operations","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,91
"What endpoint retrieves metrics data for a status page component?","Operations","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",true,119
"What endpoint retrieves metrics data for a status page component?","Operations","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,119
"What endpoint retrieves metrics data for a status page component?","Operations","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,109
"What endpoint retrieves metrics data for a status page component?","Operations","/sp/api/statuspages/15698000418173443/metrics/15698000441187245/data","GET","Operations","Status Pages (StatusIQ)",false,103
"What endpoint retrieves metrics data for a status page component?","Operations","/sp/api/statuspages/15698000418173443/metrics/15698000441187249/data","GET","Operations","Status Pages (StatusIQ)",false,103
"What endpoint retrieves metrics data for a status page component?","Operations","/sp/api/statuspages/15698000418173443/metrics/15698000486420001/data","GET","Operations","Status Pages (StatusIQ)",false,103
"How do I view resolved incidents on a status page?","Operations","/sp/api/statuspages/15698000418173443/components/15698000425317040/incidents/resolved","GET","Operations","Status Pages (StatusIQ)",true,96
"How do I view resolved incidents on a status page?","Operations","/sp/api/statuspages/15698000418173443/components/15698000447030031/incidents/resolved","GET","Operations","Status Pages (StatusIQ)",false,96
"How do I view resolved incidents on a status page?","Operations","/sp/api/statuspages/15698000418173443/incidents/resolved","GET","Operations","Status Pages (StatusIQ)",false,96
"How do I view resolved incidents on a status page?","Operations","/sp/api/statuspages/15698000418173443/incidents/active","POST","Operations","Status Pages (StatusIQ)",false,82
"How do I view resolved incidents on a status page?","Operations","/sp/api/statuspages/15698000418173443/incidents/active","POST","Operations","Status Pages (StatusIQ)",false,82
"How do I view resolved incidents on a status page?","Operations","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,80
"What API lists saved search queries for alert logs?","Operations","/app/api/applog/saved_searches","GET","Operations","Alert Logs",true,98
"What API lists saved search queries for alert logs?","Operations","/app/api/applog/recent_search_queries","GET","Operations","Alert Logs",false,91
"What API lists saved search queries for alert logs?","Operations","/app/api/applog/search/21-06-2026%2003:02:43/22-06-2026%2003:02:42/1-100/desc","GET","Operations","Alert Logs",false,86
"What API lists saved search queries for alert logs?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:05/1-100/desc","GET","Operations","Alert Logs",false,86
"What API lists saved search queries for alert logs?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:14/1-100/desc","GET","Operations","Alert Logs",false,86
"What API lists saved search queries for alert logs?","Operations","/app/api/applog/search/22-06-2026%2000:00:00/22-06-2026%2003:03:23/1-100/desc","GET","Operations","Alert Logs",false,79
"How do I update my account settings?","My Account","/app/api/account_settings","PUT","My Account","Account Settings",true,73
"Which API retrieves the current account-level settings?","My Account","/app/api/short/sla_settings/monitors/2","GET","Report Settings","SLA Settings",true,56
"Which API retrieves the current account-level settings?","My Account","/app/api/short/sla_settings/monitors/3","GET","Report Settings","SLA Settings",false,56
"Which API retrieves the current account-level settings?","My Account","/app/api/sla_settings","GET","Report Settings","SLA Settings",false,56
"Which API retrieves the current account-level settings?","My Account","/app/api/sla_settings","POST","Report Settings","SLA Settings",false,56
"Which API retrieves the current account-level settings?","My Account","/app/api/sla_settings/15698000493103037","DELETE","Report Settings","SLA Settings",false,56
"Which API retrieves the current account-level settings?","My Account","/app/api/sla_settings/15698000493103037","PUT","Report Settings","SLA Settings",false,56
"How do I change my personal status message?","My Account","/app/api/status_message","PUT","My Account","Personal Settings",true,60
"How do I change my personal status message?","My Account","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,52
"How do I change my personal status message?","My Account","/app/api/monitors/status/count","GET","User & Alert Management","Monitor Status",false,44
"How do I change my personal status message?","My Account","/app/api/short/current_status","GET","User & Alert Management","Monitor Status",false,44
"How do I change my personal status message?","My Account","/app/api/monitors/status/count","GET","Automations","Monitor Status",false,44
"What endpoint updates the web client language?","My Account","/app/api/webclient_language","PUT","My Account","Web Client Notification Settings",true,106
"Which API fetches a specific user's profile details?","My Account","https://www.site24x7.com/app/api/notification_profiles","GET","Configuration Profiles","Notification Profile",true,71
"Which API fetches a specific user's profile details?","My Account","https://www.site24x7.com/app/api/credential_profile","POST","Configuration Profiles","Credential Profile",false,69
"Which API fetches a specific user's profile details?","My Account","/app/api/client_data/user","GET","User & Alert Management","Client / Session Data",false,68
"Which API fetches a specific user's profile details?","My Account","https://www.site24x7.com/app/api/account_settings","GET","Configuration Profiles","General App Bootstrap (Not Section-Specific)",false,66
"Which API fetches a specific user's profile details?","My Account","https://www.site24x7.com/app/api/client_data/user","GET","Configuration Profiles","General App Bootstrap (Not Section-Specific)",false,66
"Which API fetches a specific user's profile details?","My Account","https://www.site24x7.com/app/api/upgrade_profile/{id}","GET","Configuration Profiles","Auto Upgrade Profile",false,64
"How do I change the report time zone in My Account?","My Account","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",true,60
"How do I change the report time zone in My Account?","My Account","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,54
"How do I change the report time zone in My Account?","My Account","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,54
"How do I change the report time zone in My Account?","My Account","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,54
"How do I change the report time zone in My Account?","My Account","https://www.site24x7.com/app/api/reports/custom_reports/preview","POST","Configuration Profiles","Custom Report",false,46
"How do I change the report time zone in My Account?","My Account","https://www.site24x7.com/app/api/reports/custom_reports/preview","POST","Configuration Profiles","Custom Report",false,46
"What field controls the snackbar notification count?","My Account","/app/api/account_settings","GET","Inventory","Account Settings",true,38
"What field controls the snackbar notification count?","My Account","https://www.site24x7.com/app/api/notification_profiles","GET","Configuration Profiles","Notification Profile",false,36
"What field controls the snackbar notification count?","My Account","/app/api/short/notification_profiles","GET","Inventory","Notification Profiles",false,34
"What field controls the snackbar notification count?","My Account","https://www.site24x7.com/app/api/notification_profiles","POST","Configuration Profiles","Notification Profile",false,34
"Which API updates the default landing page after login?","My Account","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",true,71
"Which API updates the default landing page after login?","My Account","/sp/api/short/statuspages","GET","Operations","Status Pages (StatusIQ)",false,55
"Which API updates the default landing page after login?","My Account","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",false,55
"Which API updates the default landing page after login?","My Account","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,55
"Which API updates the default landing page after login?","My Account","/sp/api/statuspages/15698000418173443/summary_details","GET","Operations","Status Pages (StatusIQ)",false,55
"Which API updates the default landing page after login?","My Account","/app/api/integration/pager_duty","POST","Third-Party Integrations","PagerDuty Integration",false,54
"How do I enable two-factor authentication for sensitive operations?","My Account","/app/api/dashboards/15698000407685846","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",true,25
"How do I enable two-factor authentication for sensitive operations?","My Account","/app/api/dashboards/widgets/15698000407685848","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,25
"How do I enable two-factor authentication for sensitive operations?","My Account","/app/api/dashboards/widgets/15698000407685850","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,25
"How do I enable two-factor authentication for sensitive operations?","My Account","/app/api/dashboards/widgets/15698000407685852","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,25
"How do I enable two-factor authentication for sensitive operations?","My Account","/app/api/dashboards/widgets/15698000407685854","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,25
"How do I enable two-factor authentication for sensitive operations?","My Account","/app/api/dashboards/widgets/15698000407685856","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,25
"What endpoint changes the hour format for reports?","My Account","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",true,52
"What endpoint changes the hour format for reports?","My Account","/app/api/public_reports","GET","Share","Public Reports",false,44
"What endpoint changes the hour format for reports?","My Account","/app/api/short/business_hours","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,43
"What endpoint changes the hour format for reports?","My Account","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,42
"What endpoint changes the hour format for reports?","My Account","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,42
"What endpoint changes the hour format for reports?","My Account","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,42
"How do I update my notification preferences?","My Account","https://www.site24x7.com/app/api/notification_profiles/{id}","PUT","Configuration Profiles","Notification Profile",true,41
"How do I update my notification preferences?","My Account","https://www.site24x7.com/app/api/notification_profiles","GET","Configuration Profiles","Notification Profile",false,36
"How do I update my notification preferences?","My Account","https://www.site24x7.com/app/api/preferences/table/3","GET","Configuration Profiles","Notification Profile",false,36
"How do I update my notification preferences?","My Account","https://www.site24x7.com/app/api/notification_profiles","POST","Configuration Profiles","Notification Profile",false,34
"How do I update my notification preferences?","My Account","/app/api/short/notification_profiles","GET","Inventory","Notification Profiles",false,29
"How do I update my notification preferences?","My Account","/app/api/preferences/table/{table_id}","GET","Inventory","Table Preferences",false,29
"Which API retrieves organization-level language settings?","My Account","/app/api/webclient_language","PUT","My Account","Web Client Notification Settings",true,60
"Which API retrieves organization-level language settings?","My Account","/app/api/short/sla_settings/monitors/2","GET","Report Settings","SLA Settings",false,56
"Which API retrieves organization-level language settings?","My Account","/app/api/short/sla_settings/monitors/3","GET","Report Settings","SLA Settings",false,56
"Which API retrieves organization-level language settings?","My Account","/app/api/sla_settings","GET","Report Settings","SLA Settings",false,56
"Which API retrieves organization-level language settings?","My Account","/app/api/sla_settings","POST","Report Settings","SLA Settings",false,56
"What field holds the user's allowed monitor groups?","My Account","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",true,73
"What field holds the user's allowed monitor groups?","My Account","/app/api/short/user_groups","GET","User & Alert Management","User Groups",false,66
"What field holds the user's allowed monitor groups?","My Account","/app/api/short/monitor_groups","GET","Server Monitor","Monitor Groups",false,66
"What field holds the user's allowed monitor groups?","My Account","/app/api/monitors/pollergroups","GET","Inventory","Poller Groups",false,64
"What field holds the user's allowed monitor groups?","My Account","/app/api/short/monitor_groups","GET","Inventory","Monitor Groups",false,63
"How do I check which plan my account is subscribed to?","My Account","https://www.site24x7.com/app/api/account_settings","GET","Configuration Profiles","General App Bootstrap (Not Section-Specific)",true,40
"How do I check which plan my account is subscribed to?","My Account","/app/api/account_settings","GET","My Account","Account Settings",false,37
"How do I check which plan my account is subscribed to?","My Account","/app/api/account_settings","PUT","My Account","Account Settings",false,37
"How do I check which plan my account is subscribed to?","My Account","/app/api/account_settings","GET","Inventory","Account Settings",false,33
"How do I check which plan my account is subscribed to?","My Account","/app/api/account_settings","GET","User & Alert Management","Account Settings",false,29
"How do I check which plan my account is subscribed to?","My Account","/app/api/account_settings","GET","Automations","Account Settings",false,29
"What endpoint updates account-level industry information?","My Account","https://www.site24x7.com/app/api/account_settings","GET","Configuration Profiles","General App Bootstrap (Not Section-Specific)",true,15
"What endpoint updates account-level industry information?","My Account","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,15
"What endpoint updates account-level industry information?","My Account","https://www.site24x7.com/app/api/customize_report","GET","Configuration Profiles","General App Bootstrap (Not Section-Specific)",false,14
"What endpoint updates account-level industry information?","My Account","/app/api/plugin_configurations","PUT","Plugin Monitor","Settings (Auto-Discovery Toggle)",false,14
"What endpoint updates account-level industry information?","My Account","/app/api/plugin_configurations","PUT","Plugin Monitor","Settings (Auto-Discovery Toggle)",false,14
"What endpoint updates account-level industry information?","My Account","/app/api/maintenance/15698000489363071","PUT","Operations","Scheduled Maintenance",false,14
"How do I create a new scheduled report?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",true,83
"How do I create a new scheduled report?","Report Settings","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",false,80
"How do I create a new scheduled report?","Report Settings","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,76
"How do I create a new scheduled report?","Report Settings","/app/api/scheduled_reports/15698000342022005","DELETE","Report Settings","Scheduled Reports",false,66
"How do I create a new scheduled report?","Report Settings","/app/api/scheduled_reports/activate/15698000342022005","PUT","Report Settings","Scheduled Reports",false,66
"Which API activates a previously created scheduled report?","Report Settings","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",true,99
"Which API activates a previously created scheduled report?","Report Settings","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,95
"Which API activates a previously created scheduled report?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,95
"Which API activates a previously created scheduled report?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,95
"Which API activates a previously created scheduled report?","Report Settings","/app/api/scheduled_reports/15698000342022005","DELETE","Report Settings","Scheduled Reports",false,85
"Which API activates a previously created scheduled report?","Report Settings","/app/api/scheduled_reports/activate/15698000342022005","PUT","Report Settings","Scheduled Reports",false,85
"What endpoint sends a scheduled report immediately?","Report Settings","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",true,87
"What endpoint sends a scheduled report immediately?","Report Settings","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,83
"What endpoint sends a scheduled report immediately?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,83
"What endpoint sends a scheduled report immediately?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,83
"What endpoint sends a scheduled report immediately?","Report Settings","/app/api/scheduled_reports/15698000342022005","DELETE","Report Settings","Scheduled Reports",false,73
"What endpoint sends a scheduled report immediately?","Report Settings","/app/api/scheduled_reports/activate/15698000342022005","PUT","Report Settings","Scheduled Reports",false,73
"How do I delete a scheduled report?","Report Settings","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",true,80
"How do I delete a scheduled report?","Report Settings","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,76
"How do I delete a scheduled report?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,76
"How do I delete a scheduled report?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,76
"How do I delete a scheduled report?","Report Settings","/app/api/scheduled_reports/15698000342022005","DELETE","Report Settings","Scheduled Reports",false,73
"How do I delete a scheduled report?","Report Settings","/app/api/scheduled_reports/activate/15698000342022005","PUT","Report Settings","Scheduled Reports",false,66
"Which API customizes the report logo and branding?","Report Settings","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",true,63
"Which API customizes the report logo and branding?","Report Settings","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,61
"Which API customizes the report logo and branding?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,61
"Which API customizes the report logo and branding?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,61
"Which API customizes the report logo and branding?","Report Settings","/app/api/customize_report","DELETE","Report Settings","Customize Report",false,56
"Which API customizes the report logo and branding?","Report Settings","/app/api/customize_report","GET","Report Settings","Customize Report",false,56
"What field controls the decimal precision for availability percentage?","Report Settings","https://www.site24x7.com/app/api/monitor_thresholds","GET","Configuration Profiles","Threshold and Availability",true,24
"What field controls the decimal precision for availability percentage?","Report Settings","https://www.site24x7.com/app/api/client_data/demo","GET","Configuration Profiles","General App Bootstrap (Not Section-Specific)",false,23
"What field controls the decimal precision for availability percentage?","Report Settings","https://www.site24x7.com/app/api/threshold_profiles/{id}","GET","Configuration Profiles","Threshold and Availability",false,18
"What field controls the decimal precision for availability percentage?","Report Settings","https://www.site24x7.com/app/api/short/business_hours","GET","Configuration Profiles","Threshold and Availability",false,17
"What field controls the decimal precision for availability percentage?","Report Settings","/app/api/short/is_poller_available","GET","Inventory","Poller Availability",false,16
